,label
1014,0
1015,-1
1016,0
1017,1
1018,0
1019,-1
1020,0
1021,-1
1022,0
1023,-1
1024,0
1025,-1
1026,0
1027,-1
1028,0
1029,1
1030,0
1031,-1
1032,0
1033,-1
1034,0
1035,1
1036,0
1037,-1
1038,0
1039,-1
1040,0
1041,-1
1042,0
1043,-1
1044,0
1045,-1
1046,0
1047,-1
1048,0
1049,1
1050,0
1051,-1
1052,0
1053,-1
1054,0
1055,-1
1056,0
1057,-1
1058,0
1059,-1
1060,0
1061,1
1062,0
1063,-1
1064,0
1065,-1
1066,0
1067,1
1068,0
1069,-1
1070,0
1071,-1
1072,0
1073,-1
1074,0
1075,1
1076,0
1077,0
1078,-1
1079,-1
1080,0
1081,1
1082,0
1083,-1
1084,0
1085,1
1086,0
1087,1
1088,0
1089,-1
1090,0
1091,1
1092,0
1093,-1
1094,0
1095,1
1096,0
1097,-1
1098,0
1099,1
1100,0
1101,-1
1102,0
1103,-1
1104,0
1105,-1
1106,0
1107,1
1108,0
1109,-1
1110,0
1111,1
1112,0
1113,-1
1114,0
1115,-1
1116,0
1117,-1
1118,0
1119,1
1120,0
1121,-1
1122,0
1123,-1
1124,0
1125,0
1126,1
1127,-1
1128,0
1129,-1
1130,0
1131,1
1132,0
1133,-1
1134,0
1135,1
1136,0
1137,-1
1138,0
1139,0
1140,-1
1141,1
1142,0
1143,-1
1144,0
1145,-1
1146,0
1147,1
1148,0
1149,-1
1150,0
1151,1
1152,0
1153,-1
1154,0
1155,-1
1156,0
1157,1
1158,0
1159,0
1160,-1
1161,-1
1162,0
1163,1
1164,0
1165,0
1166,-1
1167,1
1168,0
1169,1
1170,0
1171,0
1172,-1
1173,0
1174,-1
1175,1
1176,0
1177,0
1178,-1
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,-1
1186,0
1187,-1
1188,0
1189,0
1190,1
1191,0
1192,-1
1193,1
1194,0
1195,-1
1196,0
1197,-1
1198,0
1199,1
1200,0
1201,-1
1202,0
1203,-1
1204,0
1205,0
1206,1
1207,0
1208,-1
1209,1
1210,0
1211,0
1212,-1
1213,1
1214,0
1215,-1
1216,0
1217,1
1218,0
1219,-1
1220,0
1221,0
1222,1
1223,-1
1224,0
1225,1
1226,0
1227,-1
1228,0
1229,-1
1230,0
1231,1
1232,0
1233,0
1234,-1
1235,0
1236,-1
1237,1
1238,0
1239,1
1240,0
1241,-1
1242,0
1243,1
1244,0
1245,-1
1246,0
1247,-1
1248,0
1249,1
1250,0
1251,1
1252,0
1253,-1
1254,0
1255,0
1256,1
1257,-1
1258,0
1259,-1
1260,0
1261,1
1262,0
1263,1
1264,0
1265,-1
1266,0
1267,-1
1268,0
1269,1
1270,0
1271,-1
1272,0
1273,-1
1274,0
1275,1
1276,0
1277,-1
1278,0
1279,1
1280,0
1281,1
1282,0
1283,-1
1284,0
1285,-1
1286,0
1287,1
1288,0
1289,1
1290,0
1291,-1
1292,0
1293,-1
1294,0
1295,1
1296,0
1297,1
1298,0
1299,-1
1300,0
1301,1
1302,0
1303,1
1304,0
1305,-1
1306,0
1307,-1
1308,0
1309,1
1310,0
1311,-1
1312,0
1313,1
1314,0
1315,-1
1316,0
1317,1
1318,0
1319,-1
1320,0
1321,1
1322,0
1323,-1
1324,0
1325,1
1326,0
1327,1
1328,0
1329,1
1330,0
1331,-1
1332,0
1333,-1
1334,0
1335,0
1336,-1
1337,1
1338,0
1339,1
1340,0
1341,1
1342,0
1343,-1
1344,0
1345,-1
1346,0
1347,1
1348,0
1349,0
1350,1
1351,-1
1352,0
1353,1
1354,0
1355,1
1356,0
1357,0
1358,-1
1359,-1
1360,0
1361,1
1362,0
1363,-1
1364,0
1365,1
1366,0
1367,1
1368,0
1369,-1
1370,0
1371,-1
1372,0
1373,1
1374,0
1375,-1
1376,0
1377,1
1378,0
1379,-1
1380,0
1381,-1
1382,0
1383,-1
1384,0
1385,1
1386,0
1387,-1
1388,0
1389,1
1390,0
1391,-1
1392,0
1393,-1
1394,0
1395,1
1396,0
1397,-1
1398,0
1399,0
1400,1
1401,-1
1402,0
1403,-1
1404,0
1405,1
1406,0
1407,-1
1408,0
1409,1
1410,0
1411,-1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,-1
1420,0
1421,-1
1422,0
1423,-1
1424,0
1425,1
1426,0
1427,-1
1428,0
1429,-1
1430,0
1431,1
1432,0
1433,-1
1434,0
1435,1
1436,0
1437,-1
1438,0
1439,1
1440,0
1441,1
1442,0
1443,-1
1444,0
1445,1
1446,0
1447,-1
1448,0
1449,1
1450,0
1451,1
1452,0
1453,1
1454,0
1455,-1
1456,0
1457,1
1458,0
1459,-1
1460,0
1461,1
1462,0
1463,1
1464,0
1465,1
1466,0
1467,1
1468,0
1469,-1
1470,0
1471,1
1472,0
1473,-1
1474,0
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,1
1482,0
1483,-1
1484,0
1485,1
1486,0
1487,1
1488,0
1489,1
1490,0
1491,1
1492,0
1493,-1
1494,0
1495,1
1496,0
1497,0
1498,-1
1499,1
1500,0
1501,-1
1502,0
1503,-1
1504,0
1505,1
1506,0
1507,1
1508,0
1509,-1
1510,0
1511,1
1512,0
1513,1
1514,0
1515,-1
1516,0
1517,0
1518,-1
1519,1
1520,0
1521,1
1522,0
1523,0
1524,-1
1525,-1
1526,0
1527,1
1528,0
1529,-1
1530,0
1531,-1
1532,0
1533,1
1534,0
1535,1
1536,0
1537,1
1538,0
1539,0
1540,-1
1541,-1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,0
1548,-1
1549,-1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,-1
1556,0
1557,1
1558,0
1559,-1
1560,0
1561,-1
1562,0
1563,1
1564,0
1565,1
1566,0
1567,1
1568,0
1569,1
1570,0
1571,-1
1572,0
1573,0
1574,-1
1575,1
1576,0
1577,-1
1578,0
1579,1
1580,0
1581,-1
1582,0
1583,1
1584,0
1585,-1
1586,0
1587,1
1588,0
1589,-1
1590,0
1591,1
1592,0
1593,1
1594,0
1595,-1
1596,0
1597,-1
1598,0
1599,1
1600,0
1601,0
1602,-1
1603,1
1604,0
1605,-1
1606,0
1607,1
1608,0
1609,-1
1610,0
1611,1
1612,0
1613,1
1614,0
1615,-1
1616,0
1617,-1
1618,0
1619,1
1620,0
1621,-1
1622,0
1623,1
1624,0
1625,-1
1626,0
1627,-1
1628,0
1629,1
1630,0
1631,-1
1632,0
1633,-1
1634,0
1635,1
1636,0
1637,1
1638,0
1639,-1
1640,0
1641,-1
1642,0
1643,1
1644,0
1645,-1
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,0
1653,1
1654,0
1655,0
1656,-1
1657,1
1658,0
1659,-1
1660,0
1661,1
1662,0
1663,-1
1664,0
1665,1
1666,0
1667,-1
1668,0
1669,1
1670,0
1671,1
1672,0
1673,1
1674,0
1675,1
1676,0
1677,0
1678,-1
1679,1
1680,0
1681,-1
1682,0
1683,1
1684,0
1685,0
1686,-1
1687,1
1688,0
1689,0
1690,-1
1691,-1
1692,0
1693,-1
1694,0
1695,1
1696,0
1697,1
1698,0
1699,-1
1700,0
1701,1
1702,0
1703,0
1704,1
1705,1
1706,0
1707,-1
1708,0
1709,1
1710,0
1711,1
1712,0
1713,-1
1714,0
1715,0
1716,1
1717,0
1718,1
1719,1
1720,0
1721,-1
1722,0
1723,1
1724,0
1725,-1
1726,0
1727,-1
1728,0
1729,1
1730,0
1731,-1
1732,0
1733,0
1734,-1
1735,1
1736,0
1737,-1
1738,0
1739,1
1740,0
1741,-1
1742,0
1743,1
1744,0
1745,0
1746,-1
1747,1
1748,0
1749,-1
1750,0
1751,1
1752,0
1753,1
1754,0
1755,-1
1756,0
1757,1
1758,0
1759,1
1760,0
1761,-1
1762,0
1763,1
1764,0
1765,-1
1766,0
1767,1
1768,0
1769,-1
1770,0
1771,1
1772,0
1773,-1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,0
1781,-1
1782,0
1783,0
1784,-1
1785,1
1786,0
1787,-1
1788,0
1789,1
1790,0
1791,1
1792,0
1793,-1
1794,0
1795,0
1796,-1
1797,1
1798,0
1799,-1
1800,0
1801,1
1802,0
1803,0
1804,1
1805,1
1806,0
1807,-1
1808,0
1809,1
1810,0
1811,1
1812,0
1813,-1
1814,0
1815,1
1816,0
1817,-1
1818,0
1819,-1
1820,0
1821,1
1822,0
1823,-1
1824,0
1825,1
1826,0
1827,1
1828,0
1829,0
1830,1
1831,1
1832,0
1833,-1
1834,0
1835,-1
1836,0
1837,-1
1838,0
1839,1
1840,0
1841,0
1842,-1
1843,1
1844,0
1845,-1
1846,0
1847,1
1848,0
1849,1
1850,0
1851,-1
1852,0
1853,1
1854,0
1855,1
1856,0
1857,-1
1858,0
1859,-1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,-1
1866,0
1867,1
1868,0
1869,-1
1870,0
1871,-1
1872,0
1873,0
1874,1
1875,1
1876,0
1877,-1
1878,0
1879,-1
1880,0
1881,1
1882,0
1883,-1
1884,0
1885,-1
1886,0
1887,0
1888,1
1889,1
1890,0
1891,-1
1892,0
1893,1
1894,0
1895,-1
1896,0
1897,-1
1898,0
1899,1
1900,0
1901,0
1902,-1
1903,0
1904,1
1905,-1
1906,0
1907,0
1908,1
1909,1
1910,0
1911,-1
1912,0
1913,0
1914,1
1915,-1
1916,0
1917,0
1918,1
1919,-1
1920,0
1921,-1
1922,0
1923,-1
1924,0
1925,1
1926,0
1927,1
1928,0
1929,-1
1930,0
1931,1
1932,0
1933,-1
1934,0
1935,1
1936,0
1937,1
1938,0
1939,-1
1940,0
1941,1
1942,0
1943,-1
1944,0
1945,1
1946,0
1947,-1
1948,0
1949,-1
1950,0
1951,1
1952,0
1953,-1
1954,0
1955,0
1956,1
1957,-1
1958,0
1959,0
1960,-1
1961,-1
1962,0
1963,1
1964,0
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,1
1972,0
1973,-1
1974,0
1975,1
1976,0
1977,-1
1978,0
1979,1
1980,0
1981,-1
1982,0
1983,1
1984,0
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,-1
1992,0
1993,1
1994,0
1995,-1
1996,0
1997,1
1998,0
1999,1
2000,0
2001,-1
2002,0
2003,-1
2004,0
2005,0
2006,-1
2007,1
2008,0
2009,-1
2010,0
2011,0
2012,1
2013,-1
2014,0
2015,1
2016,0
2017,-1
2018,0
2019,-1
2020,0
2021,0
2022,1
2023,1
2024,0
2025,-1
2026,0
2027,1
2028,0
2029,0
2030,1
2031,1
2032,0
2033,-1
2034,0
2035,-1
2036,0
2037,0
2038,1
2039,1
2040,0
2041,-1
2042,0
2043,0
2044,1
2045,1
2046,0
2047,0
2048,-1
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,-1
2056,0
2057,1
2058,0
2059,1
2060,0
2061,-1
2062,0
2063,1
2064,0
2065,1
2066,0
2067,-1
2068,0
2069,0
2070,-1
2071,0
2072,1
2073,1
2074,0
2075,1
2076,0
2077,-1
2078,0
2079,0
2080,1
2081,-1
2082,0
2083,0
2084,1
2085,0
2086,1
2087,1
2088,0
2089,-1
2090,0
2091,0
2092,1
2093,1
2094,0
2095,-1
2096,0
2097,0
2098,-1
2099,1
2100,0
2101,-1
2102,0
2103,1
2104,0
2105,-1
2106,0
2107,0
2108,1
2109,1
2110,0
2111,0
2112,-1
2113,1
2114,0
2115,-1
2116,0
2117,1
2118,0
2119,1
2120,0
2121,-1
2122,0
2123,1
2124,0
2125,0
2126,1
2127,0
2128,-1
2129,-1
2130,0
2131,1
2132,0
2133,1
2134,0
2135,-1
2136,0
2137,-1
2138,0
2139,1
2140,0
2141,-1
2142,0
2143,1
2144,0
2145,-1
2146,0
2147,1
2148,0
2149,-1
2150,0
2151,1
2152,0
2153,0
2154,-1
2155,1
2156,0
2157,1
2158,0
2159,-1
2160,0
2161,0
2162,1
2163,-1
2164,0
2165,-1
2166,0
2167,1
2168,0
2169,-1
2170,0
2171,0
2172,1
2173,1
2174,0
2175,0
2176,1
2177,0
2178,-1
2179,1
2180,0
2181,-1
2182,0
2183,1
2184,0
2185,1
2186,0
2187,-1
2188,0
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,-1
2196,0
2197,1
2198,0
2199,1
2200,0
2201,1
2202,0
2203,1
2204,0
2205,-1
2206,0
2207,1
2208,0
2209,1
2210,0
2211,1
2212,0
2213,0
2214,1
2215,1
2216,0
2217,0
2218,-1
2219,1
2220,0
2221,-1
2222,0
2223,1
2224,0
2225,0
2226,-1
2227,1
2228,0
2229,-1
2230,0
2231,1
2232,0
2233,0
2234,1
2235,-1
2236,0
2237,-1
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,1
2245,1
2246,0
2247,0
2248,-1
2249,0
2250,1
2251,1
2252,0
2253,-1
2254,0
2255,1
2256,0
2257,0
2258,1
2259,1
2260,0
2261,-1
2262,0
2263,1
2264,0
2265,1
2266,0
2267,-1
2268,0
2269,0
2270,1
2271,-1
2272,0
2273,1
2274,0
2275,-1
2276,0
2277,1
2278,0
2279,0
2280,-1
2281,0
2282,1
2283,1
2284,0
2285,1
2286,0
2287,-1
2288,0
2289,1
2290,0
2291,0
2292,-1
2293,0
2294,1
2295,1
2296,0
2297,0
2298,1
2299,-1
2300,0
2301,0
2302,1
2303,1
2304,0
2305,1
2306,0
2307,-1
2308,0
2309,1
2310,0
2311,-1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,0
2318,1
2319,0
2320,-1
2321,1
2322,0
2323,0
2324,1
2325,0
2326,-1
2327,1
2328,0
2329,-1
2330,0
2331,1
2332,0
2333,1
2334,0
2335,-1
2336,0
2337,-1
2338,0
2339,1
2340,0
2341,-1
2342,0
2343,0
2344,1
2345,-1
2346,0
2347,-1
2348,0
2349,1
2350,0
2351,1
2352,0
2353,1
2354,0
2355,1
2356,0
2357,-1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,1
2364,0
2365,0
2366,1
2367,0
2368,1
2369,-1
2370,0
2371,1
2372,0
2373,-1
2374,0
2375,-1
2376,0
2377,0
2378,1
2379,-1
2380,0
2381,1
2382,0
2383,-1
2384,0
2385,1
2386,0
2387,1
2388,0
2389,1
2390,0
2391,0
2392,-1
2393,-1
2394,0
2395,1
2396,0
2397,0
2398,-1
2399,1
2400,0
2401,1
2402,0
2403,-1
2404,0
2405,-1
2406,0
2407,1
2408,0
2409,-1
2410,0
2411,1
2412,0
2413,1
2414,0
2415,1
2416,0
2417,-1
2418,0
2419,0
2420,1
2421,1
2422,0
2423,0
2424,-1
2425,1
2426,0
2427,-1
2428,0
2429,1
2430,0
2431,0
2432,-1
2433,1
2434,0
2435,0
2436,-1
2437,0
2438,1
2439,1
2440,0
2441,-1
2442,0
2443,0
2444,-1
2445,1
2446,0
2447,-1
2448,0
2449,1
2450,0
2451,-1
2452,0
2453,-1
2454,0
2455,1
2456,0
2457,0
2458,-1
2459,1
2460,0
2461,-1
2462,0
2463,1
2464,0
2465,1
2466,0
2467,-1
2468,0
2469,-1
2470,0
2471,0
2472,1
2473,-1
2474,0
2475,1
2476,0
2477,0
2478,1
2479,1
2480,0
2481,0
2482,1
2483,-1
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,1
2491,-1
2492,0
2493,0
2494,1
2495,0
2496,1
2497,1
2498,0
2499,0
2500,-1
2501,0
2502,1
2503,1
2504,0
2505,-1
2506,0
2507,1
2508,0
2509,1
2510,0
2511,0
2512,1
2513,-1
2514,0
2515,1
2516,0
2517,0
2518,1
2519,0
2520,1
2521,-1
2522,0
2523,1
2524,0
2525,0
2526,1
2527,-1
2528,0
2529,0
2530,1
2531,0
2532,1
2533,1
2534,0
2535,0
2536,-1
2537,1
2538,0
2539,1
2540,0
2541,-1
2542,0
2543,1
2544,0
2545,1
2546,0
2547,-1
2548,0
2549,1
2550,0
2551,-1
2552,0
2553,1
2554,0
2555,-1
2556,0
2557,-1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,-1
2564,0
2565,-1
2566,0
2567,1
2568,0
2569,-1
2570,0
2571,1
2572,0
2573,-1
2574,0
2575,-1
2576,0
2577,1
2578,0
2579,-1
2580,0
2581,1
2582,0
2583,0
2584,-1
2585,1
2586,0
2587,-1
2588,0
2589,0
2590,1
2591,-1
2592,0
2593,1
2594,0
2595,-1
2596,0
2597,1
2598,0
2599,-1
2600,0
2601,-1
2602,0
2603,1
2604,0
2605,0
2606,1
2607,-1
2608,0
2609,1
2610,0
2611,-1
2612,0
2613,-1
2614,0
2615,1
2616,0
2617,-1
2618,0
2619,1
2620,0
2621,-1
2622,0
2623,1
2624,0
2625,1
2626,0
2627,1
2628,0
2629,-1
2630,0
2631,1
2632,0
2633,-1
2634,0
2635,1
2636,0
2637,-1
2638,0
2639,1
2640,0
2641,-1
2642,0
2643,1
2644,0
2645,-1
2646,0
2647,-1
2648,0
2649,1
2650,0
2651,1
2652,0
2653,0
2654,-1
2655,1
2656,0
2657,1
2658,0
2659,-1
2660,0
2661,0
2662,-1
2663,0
2664,1
2665,-1
2666,0
2667,-1
2668,0
2669,0
2670,1
2671,-1
2672,0
2673,1
2674,0
2675,-1
2676,0
2677,1
2678,0
2679,-1
2680,0
2681,-1
2682,0
2683,1
2684,0
2685,1
2686,0
2687,1
2688,0
2689,0
2690,-1
2691,0
2692,1
2693,1
2694,0
2695,-1
2696,0
2697,0
2698,1
2699,1
2700,0
2701,-1
2702,0
2703,1
2704,0
2705,1
2706,0
2707,1
2708,0
2709,-1
2710,0
2711,-1
2712,0
2713,1
2714,0
2715,1
2716,0
2717,-1
2718,0
2719,0
2720,1
2721,-1
2722,0
2723,0
2724,1
2725,-1
2726,0
2727,-1
2728,0
2729,1
2730,0
2731,-1
2732,0
2733,-1
2734,0
2735,1
2736,0
2737,1
2738,0
2739,-1
2740,0
2741,0
2742,-1
2743,1
2744,0
2745,1
2746,0
2747,1
2748,0
2749,-1
2750,0
2751,-1
2752,0
2753,1
2754,0
2755,1
2756,0
2757,1
2758,0
2759,-1
2760,0
2761,1
2762,0
2763,0
2764,-1
2765,1
2766,0
2767,-1
2768,0
2769,-1
2770,0
2771,0
2772,1
2773,-1
2774,0
2775,0
2776,1
2777,-1
2778,0
2779,0
2780,1
2781,-1
2782,0
2783,0
2784,1
2785,-1
2786,0
2787,0
2788,1
2789,-1
2790,0
2791,1
2792,0
2793,-1
2794,0
2795,1
2796,0
2797,-1
2798,0
2799,1
2800,0
2801,1
2802,0
2803,1
2804,0
2805,1
2806,0
2807,0
2808,-1
2809,-1
2810,0
2811,-1
2812,0
2813,1
2814,0
2815,-1
2816,0
2817,1
2818,0
2819,-1
2820,0
2821,1
2822,0
2823,-1
2824,0
2825,1
2826,0
2827,-1
2828,0
2829,1
2830,0
2831,1
2832,0
2833,1
2834,0
2835,1
2836,0
2837,-1
2838,0
2839,1
2840,0
2841,-1
2842,0
2843,-1
2844,0
2845,1
2846,0
2847,1
2848,0
2849,-1
2850,0
2851,1
2852,0
2853,1
2854,0
2855,0
2856,-1
2857,0
2858,1
2859,-1
2860,0
2861,1
2862,0
2863,-1
2864,0
